MASTERID,STRATUM,WT_A,income,logincome,region,numadults,numchildren,age,female,medicaid,insured,ownhome,educcat,racecat
47150125B,88,401.5030212,7200,8.881975184,M,3,0,67,1,0,1,1,3,2
47150726K,81,140.504303,,,S,2,1,42,1,0,1,1,4,1
47151503A,44,47.88967896,125000,11.73607702,M,2,0,58,0,0,1,1,7,1
47153584G,91,530.289917,0,0,M,1,1,25,1,1,1,0,3,2
47155230J,69,70.57208252,4200,8.343077871,R,1,0,88,1,0,1,1,3,1
47158126K,46,95.71548462,,,M,2,0,70,1,0,1,1,4,1
47159647E,94,131.371582,48000,10.77897712,M,2,2,43,0,0,1,0,4,2
47160031F,66,60.10505295,,,A,1,0,60,1,0,1,0,4,2
47162135B,78,174.6850433,20000,9.903537551,A,2,1,60,0,0,1,1,4,1
47163096N,44,328.0336609,55000,10.91510665,M,2,0,62,0,0,1,1,7,1
47163133K,21,161.8855896,80000,11.28979441,R,2,3,33,1,0,1,1,4,1
47168713E,67,82.18867493,120000,11.69525536,R,2,2,38,1,0,1,1,7,1
47168883B,103,235.4133606,50000,10.81979828,S,3,0,30,1,0,1,1,7,3
47172671L,25,94.79946137,,,A,3,2,36,1,1,1,0,5,1
47173026K,93,43.31732941,1200,7.090909822,M,1,2,86,1,0,1,1,8,1
47173865G,26,276.5739746,110000,11.60824474,S,2,6,42,1,0,1,1,7,1
47174607F,53,6.847012043,4000,8.294299609,A,1,0,45,1,0,0,0,5,1
47176652A,85,40.60943222,7476,8.919586921,M,1,0,53,0,1,1,0,4,2
47185739A,102,126.80159,14000,9.546884035,M,1,0,24,1,0,1,1,6,4
47186716N,98,72.32186127,,,M,1,0,80,1,0,1,1,4,1
47187805C,87,83.91640472,140000,11.84940484,M,1,0,57,1,0,1,1,7,1
47188119B,95,216.7753449,50000,10.81979828,M,2,0,78,0,0,1,1,8,1
47188845E,34,536.5533447,140000,11.84940484,A,3,1,20,1,0,1,1,5,1
47189851B,90,174.1839905,,,M,1,0,86,1,0,1,0,4,1
47189902K,85,36.6990242,,,M,1,0,71,1,0,1,1,4,2
47191905A,98,105.3684845,80000,11.28979441,M,3,1,64,1,0,1,1,7,1
47192840J,23,24.25909233,7644,8.941807118,R,1,0,46,1,1,1,0,4,1
47193645J,94,45.10662842,8000,8.987321813,M,1,0,57,0,0,1,0,4,2
47195928G,92,385.8916931,90000,11.40757606,M,3,0,55,1,0,1,1,4,1
47198535H,50,17.83492279,28000,10.2399955,R,1,0,49,1,0,1,1,4,1
47199103H,95,120.1604309,150000,11.91839724,M,1,2,51,1,0,1,1,7,1
47200518S,44,448.7347412,,,M,2,0,63,1,0,1,1,4,1
47205415A,98,38.25979233,100000,11.51293547,M,1,1,40,1,0,1,1,7,1
47208133A,3,74.45639801,75000,11.22525673,R,2,0,79,0,0,1,1,8,1
47216799G,50,36.85972977,40000,10.59665973,R,1,0,75,1,0,1,1,5,1
47216909A,63,145.9940186,45000,10.71443999,S,2,2,29,1,0,1,1,4,1
47217736J,71,120.8692246,,,M,3,1,54,1,0,1,1,5,1
47219531A,102,142.342453,100000,11.51293547,M,2,1,59,0,0,1,0,8,4
47221477A,19,26.12174988,30000,10.30898599,R,1,0,72,1,0,1,1,4,1
47223683L,79,113.3809204,40000,10.59665973,R,2,1,27,1,0,1,1,4,1
47224047R,98,42.67203522,0,0,M,1,0,60,1,1,1,0,7,1
47225859A,8,40.21096039,320000,12.6760794,A,2,0,65,0,0,1,0,4,1
47227039A,90,347.6143799,15600,9.655090294,M,1,3,37,0,0,0,0,6,1
47230865J,89,491.3312988,80000,11.28979441,M,2,0,43,1,0,1,1,4,1
47231428G,49,7.12293911,,,A,1,0,73,1,0,1,1,4,1
47234177L,87,167.8328095,50000,10.81979828,M,2,0,63,1,0,1,1,8,1
47234996C,53,13.4343071,18000,9.798182591,A,1,0,45,0,0,0,1,4,1
47235519C,59,465.3518982,3000,8.006700845,A,4,0,23,0,1,1,0,4,1
47235665F,12,198.3958283,32000,10.37352243,S,3,0,52,0,0,0,1,7,1
47237683Y,98,103.6146927,16000,9.680406499,M,1,0,52,0,0,0,1,4,2
47237989E,84,97.47729492,,,A,2,0,59,1,0,1,0,5,2
47238288A,87,162.6321716,20400,9.923339198,M,1,1,36,1,1,1,0,7,2
47239587J,85,124.0510483,20000,9.903537551,M,2,0,65,1,0,1,1,4,2
47241791J,20,254.0236359,,,S,2,0,52,1,0,1,1,4,1
47241946G,72,118.1636658,30000,10.30898599,S,1,0,63,1,0,1,0,4,2
47246390E,95,161.8461151,60000,11.00211651,M,2,0,65,1,0,1,1,5,1
47246774J,71,119.7784958,70000,11.15626481,M,2,2,46,1,0,1,1,7,1
47247694G,91,54.69952774,,,M,1,0,73,0,0,1,0,8,1
47248681C,93,140.1309357,,,M,2,0,44,1,0,1,1,6,1
47249426A,85,301.890564,24000,10.08585078,M,2,1,50,0,0,0,1,4,2
47253714E,36,69.6341629,,,R,2,0,50,1,0,1,1,4,1
47253861K,77,92.71256256,,,R,2,0,54,1,0,1,1,6,1
47254268K,46,72.13137817,70000,11.15626481,M,2,0,53,1,0,1,1,7,1
47262392B,91,64.07936859,8088,8.998260393,M,1,0,71,1,1,1,0,3,2
47263362E,46,32.53213882,60000,11.00211651,M,1,0,68,0,0,1,1,7,1
47265891C,79,308.0335693,,,R,2,0,80,0,0,1,1,3,1
47269682C,44,35.98724747,43000,10.66897865,M,1,0,44,1,0,1,0,5,1
47270626C,78,65.53527069,2700,7.901377354,A,1,0,81,0,0,1,1,4,1
47270741A,33,65.97051239,,,A,4,1,21,1,1,1,1,4,1
47277211U,21,82.69020081,22800,10.03455967,M,1,0,83,1,0,1,0,6,1
47277428B,91,20.05504227,,,M,1,0,72,1,0,1,1,5,2
47277915N,98,111.5128021,80000,11.28979441,M,2,2,47,1,0,1,1,4,1
47280034H,10,41.72278214,52000,10.85901823,A,2,3,18,1,1,1,1,4,1
47281004K,88,88.42057037,,,M,1,0,73,0,1,1,0,3,2
47281902E,83,240.2982788,,,M,1,0,85,0,0,1,1,7,1
47289588G,55,196.4080658,,,A,4,0,56,1,0,1,1,7,1
47291659L,103,507.466156,,,S,1,0,56,0,0,0,1,4,1
47295155F,8,23.40069962,18000,9.798182591,A,2,0,83,0,1,1,1,3,1
47296621L,43,26.49846077,,,R,1,0,64,1,0,0,1,6,1
47300713G,103,553.9948731,11000,9.305741457,M,1,1,25,1,1,1,0,6,2
47300822K,29,380.6124878,10000,9.210440367,R,2,0,32,0,0,1,1,8,1
47301527L,85,288.3607483,,,M,2,0,82,1,0,1,1,3,2
47303998E,33,517.5814209,,,A,3,1,24,0,0,0,0,4,1
47305762C,35,38.50608063,17000,9.741027445,A,2,3,31,1,1,1,0,6,1
47306776F,95,352.1035767,35000,10.46313191,M,1,0,31,1,0,1,0,5,1
47309598G,49,32.73171616,12000,9.392745259,A,2,0,58,1,0,1,0,2,1
47309993H,43,100.2628098,,,R,2,0,54,0,0,1,1,4,1
47313630J,28,59.51099396,120000,11.69525536,A,2,2,53,0,0,1,1,5,1
47314805C,101,83.28590393,23000,10.04329297,R,2,1,60,1,0,1,1,5,1
47318314E,33,4.749470711,,,A,1,0,72,0,1,1,1,5,1
47319637H,55,232.4918976,35000,10.46313191,A,2,0,43,1,0,1,0,4,2
47320434L,88,5.931239605,,,M,1,0,74,1,1,1,1,7,2
47320818E,86,175.8653565,36000,10.491302,S,1,0,65,1,0,1,1,8,1
47324723K,15,183.3585663,,,A,4,0,57,1,0,1,1,6,1
47325495L,78,94.4603653,40000,10.59665973,A,2,0,52,1,0,1,1,4,1
47327311K,90,374.5968018,90000,11.40757606,M,2,0,49,0,0,1,1,7,2
47328094L,9,49.8746376,16000,9.680406499,M,1,0,67,1,0,1,1,8,1
47331419A,97,208.9628143,80000,11.28979441,M,2,0,49,0,0,1,1,4,1
47333200F,89,155.7281342,100000,11.51293547,M,2,0,69,0,0,1,1,7,1
47334832K,85,74.50189972,,,M,4,0,76,1,0,1,1,5,2
47336219J,100,28.36122513,,,M,1,2,40,1,1,1,0,3,2
47336499B,91,32.67838287,60000,11.00211651,M,1,3,28,1,1,1,0,5,2
47337680K,55,258.2236023,7764,8.957381736,A,2,2,30,1,1,1,0,4,1
47339383H,22,432.9439697,,,S,1,0,80,1,0,1,0,3,1
47342607G,9,56.77132034,10000,9.210440367,M,2,3,31,1,0,1,1,7,3
47342715G,98,140.4913178,70000,11.15626481,M,4,0,54,1,0,1,1,8,1
47343713C,33,20.05940247,,,A,1,0,80,1,0,1,1,4,1
47344605G,85,117.6119309,,,M,3,0,50,1,0,1,0,6,2
47345662B,97,62.63497543,,,M,2,1,26,1,0,0,0,4,3
47346108G,68,73.15866852,,,A,2,0,65,1,0,1,1,4,1
47350191H,84,239.3423462,27000,10.20362918,M,2,0,52,1,0,0,1,5,1
47350804G,99,34.30043793,,,M,1,0,61,0,0,1,1,6,1
47353454E,66,264.8004761,67000,11.11246282,A,4,1,52,0,0,1,1,5,1
47356318J,50,47.99288178,60000,11.00211651,R,2,0,50,1,0,1,1,4,1
47356644E,2,687.0886231,50000,10.81979828,M,2,0,27,0,0,0,1,4,1
47356802J,9,105.1253738,45000,10.71443999,M,1,0,65,0,0,1,1,4,1
47357020H,58,14.98751259,70000,11.15626481,R,1,0,66,0,0,1,1,4,1
47357384J,68,127.1310959,19000,9.852246888,A,1,2,29,0,1,1,0,5,1
47360972F,75,19.46328163,56000,10.93312483,R,1,1,54,0,0,1,1,6,1
47361653L,4,238.9271088,45000,10.71443999,R,2,0,60,0,0,1,1,4,1
47374658A,34,103.8287277,3000,8.006700845,A,3,2,43,0,1,1,0,4,1
47377640K,18,57.80677033,,,R,2,2,46,0,0,1,1,7,1
47381535H,49,31.45865822,70000,11.15626481,A,2,0,29,1,0,1,0,6,1
47382221E,83,687.0886231,65000,11.08215793,S,2,2,30,0,0,1,1,8,1
47384853A,24,83.07042694,,,S,2,0,51,1,0,1,1,4,1
47387432H,51,158.9251404,45000,10.71443999,S,2,0,72,0,0,1,1,6,1
47390061F,9,133.6033478,,,M,2,1,72,0,0,1,1,7,1
47390539C,39,93.96578217,,,R,2,0,59,1,0,0,1,4,1
47394093E,83,406.8296814,45000,10.71443999,M,2,1,41,1,0,1,1,7,1
47394603F,9,564.6061401,100000,11.51293547,R,2,3,30,0,0,1,1,8,1
47395669J,97,19.02910042,120000,11.69525536,R,1,0,57,1,0,1,1,8,2
47396049C,15,133.9552307,,,M,2,1,40,1,1,1,1,4,1
47397336H,7,298.334137,12000,9.392745259,A,2,0,87,1,0,1,1,2,1
47397442A,46,75.81593323,,,M,2,0,66,1,0,1,1,4,2
47403734A,98,206.6477356,50000,10.81979828,M,2,2,28,1,0,1,1,8,1
47404766A,79,21.42966843,85000,11.3504183,R,2,0,47,1,0,1,1,5,3
47406915H,44,18.92645264,,,M,1,1,57,1,0,1,1,8,1
47407415F,90,73.74049377,,,M,1,0,80,1,0,1,1,6,1
47407707A,68,173.6130219,110000,11.60824474,M,2,1,30,0,0,1,1,8,1
47413105G,3,59.54813004,,,R,1,0,78,1,0,1,1,4,1
47413185B,2,325.5107727,,,M,1,0,70,0,0,1,1,2,1
47414617H,4,139.5259399,40000,10.59665973,R,4,0,50,1,0,1,1,8,1
47416037C,98,89.40345764,44000,10.69196764,M,1,0,55,0,0,1,1,4,1
47418021E,101,37.20992661,30000,10.30898599,M,1,1,35,1,0,0,1,3,3
47421405E,35,34.6544075,15000,9.615872145,A,1,0,80,1,0,1,1,3,1
47431320A,63,114.8449936,70000,11.15626481,R,2,1,27,1,0,1,1,4,1
47434946G,56,37.16320801,27600,10.22560728,A,2,0,57,1,1,1,1,3,1
47435464B,84,239.3423462,125000,11.73607702,M,2,0,61,1,0,1,1,6,1
47437110E,12,227.762207,72000,11.18443529,S,2,1,35,1,0,1,1,5,1
47439427F,84,37.20831299,,,M,1,0,71,0,1,1,1,5,1
47445126L,45,66.90169525,12000,9.392745259,S,2,1,41,1,0,1,1,8,1
47445986E,9,165.1256714,120000,11.69525536,M,3,4,45,1,0,1,1,7,1
47447565H,68,73.15866852,45000,10.71443999,A,2,0,67,1,0,1,1,4,1
47447820A,62,695.3408203,60000,11.00211651,S,3,5,18,1,0,1,1,3,1
47449900B,30,185.6561127,,,R,1,1,22,1,1,1,1,5,1
47451104F,11,73.43823242,,,R,1,0,54,0,0,1,0,4,1
47451997K,46,105.7189789,80000,11.28979441,M,2,4,39,1,0,1,1,7,1
47452056L,1,32.8215065,13000,9.472781557,A,2,0,38,0,0,1,0,6,1
47454710C,33,54.56587219,16000,9.680406499,A,3,0,49,0,0,0,1,4,1
47458516F,97,48.89833069,27000,10.20362918,M,1,0,64,1,0,1,1,4,2
47460686G,35,34.21007538,8000,8.987321813,A,1,1,25,1,1,1,0,5,1
47470776F,19,83.25914002,45000,10.71443999,R,2,0,57,1,0,1,1,8,1
47475861H,57,14.48770905,30000,10.30898599,R,1,0,67,0,1,1,1,4,1
47476625G,9,269.3861084,110000,11.60824474,M,2,3,42,0,0,1,1,7,1
47476773E,6,100.7248764,155000,11.95118685,S,2,3,42,1,0,1,1,7,1
47477317A,82,34.79814529,,,R,3,0,74,1,0,1,1,5,1
47478003J,2,687.0886231,7200,8.881975184,M,1,0,31,0,1,1,0,3,1
47479936B,86,140.1498413,,,M,1,0,85,1,0,1,1,6,1
47483214J,31,10.93377018,35000,10.46313191,A,1,0,81,1,0,1,1,8,1
47485661G,66,56.99925613,100000,11.51293547,A,1,0,43,1,0,1,1,5,1
47488770J,80,40.07600784,40000,10.59665973,R,2,0,60,1,0,1,0,4,1
47491750L,69,211.3211823,55000,10.91510665,A,2,2,34,1,0,1,0,4,1
47496567F,91,200.3823547,18000,9.798182591,M,1,0,33,0,0,0,0,6,1
47497349B,65,525.8654175,1000,6.908754779,M,2,0,71,1,0,1,1,2,1
47499694F,89,256.6274109,225000,12.32386013,M,2,0,49,1,0,1,1,7,1
47500954C,87,145.9399262,200000,12.20607765,M,4,0,55,1,0,1,0,8,1
47501175A,9,621.3173828,16000,9.680406499,M,1,0,22,1,0,1,1,5,1
47502638L,63,107.1229019,15000,9.615872145,R,2,0,52,1,0,0,0,4,1
47504712C,75,12.18726254,,,R,2,0,49,1,0,1,1,4,1
47505135F,88,99.62580872,650000,13.38472918,M,2,3,43,0,0,1,1,7,1
47507303B,92,339.9317017,75000,11.22525673,M,2,1,36,0,0,1,1,5,1
47509799F,33,7.762049675,20000,9.903537551,A,1,0,68,1,0,1,0,8,1
47510109J,75,29.10466194,25000,10.1266711,R,1,0,51,0,0,0,1,4,1
47514618K,86,200.6581879,14000,9.546884035,M,1,0,60,1,0,1,0,6,1
47516980H,33,33.58550644,150000,11.91839724,A,2,0,54,1,0,1,1,3,1
47518354L,9,187.38797,40000,10.59665973,M,2,3,45,0,0,1,1,6,1
47518749E,51,540.7841797,65000,11.08215793,M,3,1,40,0,0,1,1,5,1
47522226F,14,128.6004639,70000,11.15626481,R,2,1,35,1,0,1,1,8,1
47524911B,82,164.0409546,50000,10.81979828,R,2,0,26,0,0,1,0,4,1
47526512F,25,51.60918045,200000,12.20607765,A,3,0,50,1,0,1,1,8,1
47526784J,81,101.0129318,57000,10.95082409,S,2,1,54,1,0,1,1,4,1
47531167A,38,152.2671967,65000,11.08215793,A,2,0,46,0,0,1,1,6,1
47531375L,46,12.66427517,,,M,1,0,48,1,1,1,0,5,1
47532090F,9,95.68621063,,,M,1,3,28,1,1,1,0,5,2
47533502G,41,374.5534668,35000,10.46313191,A,2,0,28,0,0,1,0,6,1
47533814G,86,309.3400879,30000,10.30898599,M,2,0,50,1,0,0,1,5,1
47534405K,81,85.54421997,60000,11.00211651,S,1,0,46,0,0,1,1,4,1
47536087A,8,111.6152954,110000,11.60824474,A,2,2,41,0,0,1,1,4,1
47537038B,83,354.3753357,,,M,3,1,54,0,0,1,1,8,1
47537057C,76,11.33213711,120000,11.69525536,A,2,0,62,1,0,1,1,5,1
47538843K,91,188.9899445,22284,10.01166909,M,2,0,54,0,1,1,0,2,1
47541519F,17,96.91061401,75,4.33073334,R,2,0,57,1,0,1,0,4,1
47541769J,21,656.3528442,45000,10.71443999,R,2,0,44,0,0,1,1,4,1
47542836L,77,53.99897003,18000,9.798182591,R,1,2,37,1,1,1,1,5,1
47545750G,103,687.0886231,105000,11.56172515,S,2,1,30,0,0,1,1,8,1
47548456G,103,695.3408203,20000,9.903537551,S,1,0,23,1,0,1,0,7,1
47551273Y,88,107.1544495,57000,10.95082409,M,4,1,55,1,0,1,1,8,2
47551482A,79,26.83226013,,,R,1,0,70,1,0,1,1,8,1
47551874G,86,526.5681152,75000,11.22525673,M,2,0,57,0,0,1,1,8,1
47554089T,44,302.5032654,,,M,2,0,70,1,0,1,1,4,1
47555081E,27,336.4228821,55000,10.91510665,S,3,0,54,1,0,1,1,6,1
47558693L,10,49.76306152,22000,9.998843186,A,2,0,49,1,0,1,1,4,1
47563153K,86,453.382721,93000,11.44036553,M,2,0,40,1,0,1,1,7,1
47564022K,76,7.79902935,,,A,1,0,52,1,0,1,1,4,1
47565907E,79,53.66452026,30000,10.30898599,R,2,0,79,1,0,1,1,7,1
47567575H,1,17.59844589,75000,11.22525673,A,2,0,58,0,0,1,1,7,1
47568538A,1,19.55893517,25000,10.1266711,A,2,0,55,0,0,1,1,4,1
47570350G,74,102.7420197,27000,10.20362918,S,3,0,53,1,0,0,0,4,1
47571680H,69,52.38518143,,,R,1,0,78,0,0,1,0,4,1
47572502A,35,27.27022743,35000,10.46313191,A,2,0,68,0,0,1,1,8,1
47578303E,71,80.57948303,45000,10.71443999,M,1,0,52,1,0,1,1,6,1
47578434H,84,151.7284241,0,0,M,1,0,19,1,0,0,0,4,2
47580052B,62,449.9718323,35000,10.46313191,S,1,0,43,0,0,1,1,5,1
47583366H,38,88.22068024,,,A,2,0,69,1,0,1,1,4,1
47584897K,98,180.9398499,,,M,2,2,26,1,0,0,1,4,1
47588308G,99,55.54610825,45000,10.71443999,M,1,0,59,1,0,1,1,5,1
47588649E,28,20.98272705,,,A,1,0,61,0,1,1,1,4,1
47593074J,61,64.73744202,29000,10.27508559,A,3,4,42,1,0,1,1,4,1
47598346F,97,58.82331848,9600,9.169622539,M,1,0,55,1,0,1,0,4,2
47600382C,83,431.3598938,80000,11.28979441,M,2,0,43,1,0,1,1,7,1
47603535E,79,144.9281311,75000,11.22525673,R,2,3,36,0,0,1,1,7,1
47603678L,17,40.08808899,12348,9.421330367,R,1,0,64,1,1,1,0,4,1
47605137L,28,294.8910523,52000,10.85901823,A,3,3,40,0,0,1,1,4,1
47605408K,73,149.5700531,60000,11.00211651,A,2,2,40,1,0,1,0,4,1
47611064J,98,70.24565888,,,M,2,0,58,1,0,1,1,7,1
47612948L,88,49.16378021,,,M,2,0,46,1,0,1,1,5,2
47613902H,90,374.5968018,36000,10.491302,M,2,0,52,0,0,1,1,5,2
47614231T,88,37.96051407,17000,9.741027445,M,1,0,75,0,0,1,1,7,2
47616840K,28,21.06848717,7068,8.863474306,A,1,0,58,1,1,1,0,3,3
47618375G,102,494.0610962,,,A,4,0,50,1,0,1,1,5,4
47620289K,92,410.8993225,80000,11.28979441,M,3,2,41,1,0,1,1,8,1
47623707A,84,52.34517288,47000,10.75792416,M,1,0,83,1,0,1,1,5,1
47625383F,83,157.847229,17088,9.746190261,M,2,0,66,0,1,1,1,3,4
47627190A,101,74.41985321,60000,11.00211651,M,2,2,40,1,0,1,1,4,1
47630341C,83,382.0697022,10000,9.210440367,M,2,0,49,1,0,0,1,4,1
47630778A,98,572.2658081,,,M,5,0,22,1,0,0,1,4,1
47631299U,98,73.40952301,35000,10.46313191,M,2,0,75,1,0,1,1,5,1
47631859B,84,119.6711731,45000,10.71443999,M,1,0,52,1,0,0,1,6,1
47637180A,87,72.62866211,,,M,1,0,58,1,0,1,1,7,2
47637481A,95,217.7598877,,,M,2,0,72,1,0,1,1,7,1
47638383A,78,91.0644455,45000,10.71443999,A,2,0,81,1,0,1,1,4,1
47648082J,2,48.32622147,7200,8.881975184,M,1,0,90,1,1,1,1,4,1
47649972F,75,38.92656326,,,R,2,0,53,0,0,1,1,6,1
47659750E,103,695.3408203,,,M,2,0,21,1,1,1,1,5,1
47660580H,77,117.2954941,,,R,2,0,57,0,0,1,1,7,1
47663119J,33,27.29475403,30000,10.30898599,A,2,0,72,0,0,1,1,4,1
47664121E,73,125.8370361,50000,10.81979828,A,1,0,35,0,0,1,1,4,1
47665589K,38,85.6306839,9528,9.162095059,A,1,0,44,1,0,1,1,4,1
47672496G,23,113.7343521,14000,9.546884035,R,3,1,50,1,0,0,0,3,1
47678388E,71,250.3022308,,,M,1,0,43,0,0,1,1,4,1
47679876K,33,110.6777268,40000,10.59665973,A,1,0,47,0,0,1,1,4,1
47682761E,70,56.06724548,7644,8.941807118,R,1,2,46,1,1,1,0,3,1
47683120B,69,117.8349762,,,R,1,0,56,1,0,1,1,3,1
47685864A,103,211.3369293,,,R,2,0,72,1,0,1,1,4,1
47690613H,103,362.8500366,50000,10.81979828,A,2,2,42,0,0,1,1,6,1
47690799L,89,384.9411316,,,M,3,1,45,1,0,1,1,6,1
47690876G,9,75.76211548,27000,10.20362918,M,1,0,58,1,0,1,1,4,1
47692065L,27,577.7088623,67000,11.11246282,S,2,2,26,1,0,1,1,4,1
47694645G,84,578.3045654,12300,9.417435839,M,1,0,38,0,0,0,0,4,2
47696372H,97,108.3110809,7200,8.881975184,M,1,0,55,1,0,1,0,3,2
47696781H,90,115.3460159,15000,9.615872145,M,1,0,60,1,1,1,0,6,1
47700191J,98,119.5742874,90000,11.40757606,M,2,0,51,0,0,1,1,8,1
47700473H,87,94.42263794,80000,11.28979441,M,1,1,34,1,0,1,1,7,1
47702726E,103,175.6952667,10632,9.271717652,M,1,0,64,1,0,0,0,4,1
47703571K,97,46.08779907,25000,10.1266711,M,1,0,46,1,0,0,0,6,2
47704203B,86,652.6765137,110000,11.60824474,S,2,0,35,1,0,1,1,5,1
47705962H,38,152.2671967,50000,10.81979828,A,2,0,53,0,0,1,1,7,1
47707857B,1,14.71132374,73000,11.19822842,A,2,1,44,1,0,1,1,4,1
47708731E,6,47.29734039,4000,8.294299609,S,1,0,59,1,0,1,1,4,1
47708851H,13,52.7520256,0,0,A,1,0,58,0,0,0,1,5,1
47713882C,64,46.84325409,35000,10.46313191,R,2,0,76,1,0,1,1,4,1
47715296E,44,73.11860657,,,M,2,0,54,1,0,1,1,7,1
47715542E,92,56.70866776,33000,10.40429314,M,1,0,65,0,0,1,1,7,1
47718153H,87,154.8396606,,,M,2,0,57,1,0,1,1,4,1
47719493F,86,246.0476532,,,M,1,0,71,1,0,1,0,4,1
47720382G,94,33.65105057,10824,9.289613553,M,1,0,58,1,1,1,0,3,1
47724396H,103,687.0886231,42000,10.64544871,M,1,0,33,0,0,1,1,8,1
47724667G,51,250.7090302,80000,11.28979441,S,2,2,38,1,0,1,1,4,1
47725174B,96,255.4217072,15000,9.615872145,M,1,0,69,1,0,1,1,4,1
47726228A,85,59.45965576,,,M,1,1,32,1,0,1,1,6,2
47728355J,87,120.5171585,7000,8.853808275,M,1,0,57,1,1,1,0,3,2
47728973L,8,45.23659897,,,A,2,2,32,1,0,1,1,4,1
47728988B,9,118.0441361,100,4.615120517,M,1,0,52,0,0,1,1,7,1
47729962C,33,14.29107761,38000,10.54536775,A,2,2,48,1,0,0,1,6,1
47733572C,94,392.1763306,,,M,4,0,47,1,0,0,0,3,2
47739026C,71,161.1589661,,,M,4,0,50,1,0,1,1,5,1
47743404J,99,135.4456635,43000,10.66897865,M,1,0,42,1,0,1,0,8,2
47746507F,91,126.2255325,60000,11.00211651,M,2,0,28,1,0,1,1,7,1
47747709B,86,635.4713135,58000,10.96821553,M,2,1,29,1,0,1,0,4,2
47747777F,44,55.47891235,90000,11.40757606,M,2,2,39,1,0,1,1,7,1
47749211G,13,45.42025375,,,A,1,0,39,1,0,1,1,7,1
47750138P,44,435.2696228,55000,10.91510665,M,2,0,33,1,0,1,1,5,1
47750905E,44,55.47891235,,,M,2,3,41,1,0,1,1,7,1
47751340G,51,334.3552856,80000,11.28979441,S,3,1,57,0,0,1,1,6,1
47752051B,24,88.45379639,85000,11.3504183,S,2,4,38,1,0,1,1,6,1
47752229C,81,60.00112915,,,S,1,0,71,1,0,1,1,4,1
47754947L,72,76.45632935,20000,9.903537551,S,1,0,48,1,0,1,1,8,1
47756020Z,98,35.05880737,200000,12.20607765,M,1,1,51,1,0,1,1,8,2
47756907J,85,68.740242,18000,9.798182591,M,1,1,42,1,1,1,1,7,1
47760131J,84,207.1479797,60000,11.00211651,M,2,0,62,1,0,1,1,5,2
47761355F,46,27.91488457,8400,9.036106025,M,1,0,53,0,1,1,0,5,1
47762197E,65,138.4323578,,,M,2,1,60,1,1,1,1,5,1
47764352F,9,63.63463593,86000,11.3621142,M,2,2,49,1,0,1,1,4,1
47765707E,77,178.3519745,,,R,1,0,65,1,0,1,1,4,1
47767234H,70,38.55079269,100000,11.51293547,R,1,0,59,0,0,1,1,6,1
47767262B,67,74.41169739,120000,11.69525536,R,2,0,73,1,0,1,1,4,1
47767843F,60,77.86086273,75000,11.22525673,S,2,0,72,0,0,1,1,8,1
47768337J,98,42.62687302,25000,10.1266711,M,1,0,88,0,0,1,1,5,1
47768869L,36,32.4130249,33000,10.40429314,R,1,0,76,1,0,1,0,6,1
47772932G,103,664.4926148,30000,10.30898599,M,3,1,38,0,0,1,1,4,2
47775958H,39,45.29382706,,,R,1,0,87,1,0,1,1,4,1
47776327B,18,32.0702095,49000,10.79959599,R,3,0,55,0,0,1,1,5,1
47778941J,14,65.25002289,,,R,2,0,81,0,0,1,0,7,1
47781138G,46,68.7178421,0,0,S,1,0,56,0,1,1,0,4,1
47782704L,77,160.483139,175000,12.07254697,M,2,0,53,0,0,1,1,7,1
47782718K,60,100.2102661,22300,10.0123868,S,1,2,45,1,0,1,0,4,1
47786995G,9,110.083786,100000,11.51293547,M,2,0,57,1,0,1,1,7,1
47787203H,103,630.5286255,170000,12.0435596,R,2,2,36,0,0,0,1,4,1
47790508F,30,51.44343948,100000,11.51293547,R,1,0,59,0,0,1,1,4,1
47791269G,55,167.1658783,70000,11.15626481,A,2,0,46,0,0,1,1,5,1
47792520A,93,29.71502686,450000,13.01700508,M,1,0,55,0,0,1,1,4,3
47792762C,69,43.6971817,19200,9.86271764,R,1,0,90,0,0,1,1,4,1
47795785F,9,82.56283569,,,M,3,0,61,1,0,1,1,7,1
47800507J,87,245.9832916,,,M,2,2,44,1,0,1,1,8,1
47800858C,38,695.3408203,60000,11.00211651,A,1,0,23,1,0,1,1,6,1
47801227J,32,24.7028904,,,R,1,0,78,1,0,1,1,4,1
47804774J,27,381.7795105,205000,12.23077014,S,2,1,56,0,0,1,1,8,1
47806944A,23,57.34202576,28000,10.2399955,R,2,1,27,1,1,1,0,6,1
47811178E,101,112.0590973,,,M,2,0,59,1,0,1,1,5,3
47812003E,66,516.8556519,24000,10.08585078,A,2,0,33,0,0,1,1,4,1
47812440K,97,112.9959564,36000,10.491302,M,2,2,62,1,0,1,1,4,1
47820841K,85,25.60154724,,,M,1,0,77,1,1,1,0,4,2
47823592K,45,234.0653229,,,S,4,0,55,0,0,1,1,5,1
47826247A,84,99.48873138,100000,11.51293547,M,2,0,56,0,0,1,1,8,3
47826280J,81,187.3819885,70000,11.15626481,S,3,4,52,0,0,1,1,7,1
47832084H,99,50.33152008,150000,11.91839724,M,1,0,67,1,0,1,1,7,1
47835081H,7,48.35921478,38000,10.54536775,A,1,0,62,1,0,1,1,8,1
47836049G,12,380.2811279,100000,11.51293547,S,2,3,41,0,0,1,1,5,1
47836404K,40,672.4998169,42000,10.64544871,S,4,4,44,1,0,0,1,4,1
